S,CdSe_0.5S_0.5,M_Cd,-0.211,0.809,2,4,3,16,0,0,4,-0.66,-80.344,-0.39,131.88,-0.219,200.42,0.89,-32,4
Se,CdSe_0.5S_0.5,M_Cd,0.035,1.035,2,4,4,16,0,0,4,-0.45,-33.45,-0.25,73.2,-0.089,194.96,0.86,-14,4
Se,CdSe_0.5S_0.5,M_Cd,0.491,1.634,2,3,4,16,0,0,4,-0.45,-33.45,-0.25,73.2,-0.089,194.96,0.86,-14,4
S,CdSe_0.5S_0.5,M_Cd,0.678,1.969,2,3,3,16,0,0,4,-0.66,-80.344,-0.39,131.88,-0.219,200.42,0.89,-32,4
S,CdSe_0.5S_0.5,M_Cd,0.734,2.083,2,2,3,16,0,0,4,-0.66,-80.344,-0.39,131.88,-0.219,200.42,0.89,-32,4
Se,CdSe_0.5S_0.5,M_Cd,0.862,2.368,2,2,4,16,0,0,4,-0.45,-33.45,-0.25,73.2,-0.089,194.96,0.86,-14,4
Sc,CdSe_0.5S_0.5,M_Cd,1.256,3.51,2,3,4,3,0,0,4,-0.2,-67.4541,0.03,-236.7,0.117,18.1,-0.33,-27,1
Sb,CdSe_0.5S_0.5,M_Cd,1.39,4.016,2,3,5,15,0,0,4,-0.19,9.347,-0.01,-34,0.101,101,0.36,3,3
S,CdSe_0.5S_0.5,M_Cd,1.404,4.072,2,1,3,16,0,0,4,-0.66,-80.344,-0.39,131.88,-0.219,200.42,0.89,-32,4
Se,CdSe_0.5S_0.5,M_Cd,1.519,4.568,2,1,4,16,0,0,4,-0.45,-33.45,-0.25,73.2,-0.089,194.96,0.86,-14,4
Sc,CdSe_0.5S_0.5,M_Cd,1.823,6.193,2,2,4,3,0,0,4,-0.2,-67.4541,0.03,-236.7,0.117,18.1,-0.33,-27,1
Sb,CdSe_0.5S_0.5,M_Cd,1.9,6.686,2,2,5,15,0,0,4,-0.19,9.347,-0.01,-34,0.101,101,0.36,3,3
Sb,CdSe_0.5S_0.5,M_Cd,2.266,9.642,2,1,5,15,0,0,4,-0.19,9.347,-0.01,-34,0.101,101,0.36,3,3
Sb,CdSe_0.5S_0.5,M_Cd,2.266,9.642,2,0,5,15,0,0,4,-0.19,9.347,-0.01,-34,0.101,101,0.36,3,3
S,CdSe_0.5S_0.5,M_Cd,2.282,9.799,2,0,3,16,0,0,4,-0.66,-80.344,-0.39,131.88,-0.219,200.42,0.89,-32,4
Se,CdSe_0.5S_0.5,M_Cd,2.302,9.994,2,0,4,16,0,0,4,-0.45,-33.45,-0.25,73.2,-0.089,194.96,0.86,-14,4
Sc,CdSe_0.5S_0.5,M_Cd,2.574,13.119,2,1,4,3,0,0,4,-0.2,-67.4541,0.03,-236.7,0.117,18.1,-0.33,-27,1
Sc,CdSe_0.5S_0.5,M_Cd,2.948,19.064,2,0,4,3,0,0,4,-0.2,-67.4541,0.03,-236.7,0.117,18.1,-0.33,-27,1
Cd,CdSe_0.5S_0.5,M_i_Cd_site,-0.712,0.491,0,3,5,12,0.25,4,3,0.95,112.41,1.41,867.7,1.489,0,1.69,48,2
Se,CdSe_0.5S_0.5,M_i_Cd_site,-0.689,0.502,0,3,4,16,0.25,4,3,0.5,78.96,1.16,940.9,1.4,194.96,2.55,34,6
S,CdSe_0.5S_0.5,M_i_Cd_site,-0.448,0.639,0,3,3,16,0.25,4,3,0.29,32.066,1.02,999.58,1.27,200.42,2.58,16,6
Se,CdSe_0.5S_0.5,M_i_Cd_site,-0.404,0.668,0,2,4,16,0.25,4,3,0.5,78.96,1.16,940.9,1.4,194.96,2.55,34,6
S,CdSe_0.5S_0.5,M_i_Cd_site,-0.309,0.734,0,2,3,16,0.25,4,3,0.29,32.066,1.02,999.58,1.27,200.42,2.58,16,6
S,CdSe_0.5S_0.5,M_i_Cd_site,0.047,1.049,0,1,3,16,0.25,4,3,0.29,32.066,1.02,999.58,1.27,200.42,2.58,16,6
Se,CdSe_0.5S_0.5,M_i_Cd_site,0.226,1.254,0,1,4,16,0.25,4,3,0.5,78.96,1.16,940.9,1.4,194.96,2.55,34,6
Cd,CdSe_0.5S_0.5,M_i_Cd_site,1.034,2.813,0,2,5,12,0.25,4,3,0.95,112.41,1.41,867.7,1.489,0,1.69,48,2
Cd,CdSe_0.5S_0.5,M_i_Cd_site,1.477,4.379,0,1,5,12,0.25,4,3,0.95,112.41,1.41,867.7,1.489,0,1.69,48,2
S,CdSe_0.5S_0.5,M_i_Cd_site,1.696,5.45,0,0,3,16,0.25,4,3,0.29,32.066,1.02,999.58,1.27,200.42,2.58,16,6
Se,CdSe_0.5S_0.5,M_i_Cd_site,1.72,5.583,0,0,4,16,0.25,4,3,0.5,78.96,1.16,940.9,1.4,194.96,2.55,34,6
Cd,CdSe_0.5S_0.5,M_i_Cd_site,2.029,7.609,0,0,5,12,0.25,4,3,0.95,112.41,1.41,867.7,1.489,0,1.69,48,2
S,CdSe_0.5S_0.5,M_i_Cd_site,2.191,8.948,0,-1,3,16,0.25,4,3,0.29,32.066,1.02,999.58,1.27,200.42,2.58,16,6
